FrameNumber;Time(ms);xAngle(°);yAngle(°);zAngle(°)
734;8309;359;352;56;
735;8323;359;352;55;
736;8332;359;352;55;
737;8342;0;353;54;
738;8356;0;353;53;
739;8365;0;353;53;
740;8376;0;352;52;
741;8389;0;352;51;
742;8398;1;352;51;
743;8409;1;352;50;
744;8423;1;352;50;
745;8432;1;353;49;
746;8446;1;353;49;
747;8455;1;353;48;
748;8466;1;353;48;
749;8476;1;353;47;
750;8489;2;353;47;
751;8499;2;353;46;
752;8510;2;353;46;
753;8524;2;353;45;
754;8533;2;353;45;
755;8546;2;353;44;
756;8555;2;354;44;
757;8566;2;354;43;
758;8577;2;354;43;
759;8591;2;354;42;
760;8609;2;354;42;
761;8619;2;354;42;
762;8629;2;354;41;
763;8637;2;354;41;
764;8649;2;354;40;
765;8661;2;354;40;
766;8669;1;354;39;
767;8680;1;354;39;
768;8689;1;354;38;
769;8700;1;354;38;
770;8713;1;354;37;
771;8722;0;354;37;
772;8734;0;354;36;
773;8747;0;354;36;
774;8756;0;354;35;
775;8767;0;354;35;
776;8781;0;354;34;
777;8792;0;354;34;
778;8801;359;354;33;
779;8814;359;354;33;
780;8827;359;354;32;
781;8835;359;354;32;
782;8848;359;354;31;
783;8862;359;354;31;
784;8869;359;355;30;
785;8881;359;355;29;
786;8890;359;355;29;
787;8901;359;356;28;
788;8915;359;356;28;
789;8924;359;356;27;
790;8935;359;356;26;
791;8950;0;356;26;
792;8957;0;356;25;
793;8969;0;356;25;
794;8982;359;356;24;
795;8992;359;356;24;
796;9002;359;356;23;
797;9015;358;355;23;
798;9024;358;355;22;
799;9035;358;355;22;
800;9049;357;355;21;
801;9063;357;355;21;
802;9070;357;355;21;
803;9082;357;355;20;
804;9091;357;356;20;
805;9102;357;356;19;
806;9116;357;356;19;
807;9126;357;356;18;
808;9136;357;356;18;
809;9149;357;357;18;
810;9158;357;357;17;
811;9169;357;357;17;
812;9182;357;357;16;
813;9191;357;357;16;
814;9204;356;357;15;
815;9216;356;357;15;
816;9225;356;357;14;
817;9237;356;357;14;
818;9249;356;357;13;
819;9261;356;358;13;
820;9270;356;358;12;
821;9284;356;358;12;
822;9292;356;358;12;
823;9304;356;358;11;
824;9317;356;358;10;
825;9327;356;358;10;
826;9337;356;358;10;
827;9350;356;359;9;
828;9359;356;359;9;
829;9370;356;359;9;
830;9383;356;359;8;
831;9393;356;358;7;
832;9404;356;358;7;
833;9417;356;358;6;
834;9426;356;358;6;
835;9438;356;358;6;
836;9451;356;358;5;
837;9465;356;358;5;
838;9471;356;358;5;
839;9484;356;358;5;
840;9493;356;358;4;
841;9505;356;358;4;
842;9517;356;359;4;
843;9527;356;359;3;
844;9539;356;359;3;
845;9551;356;359;3;
846;9562;356;359;2;
847;9571;356;359;2;
848;9584;356;0;2;
849;9594;356;0;2;
850;9605;356;0;2;
851;9618;356;0;1;
852;9628;356;0;1;
853;9638;356;0;0;
854;9651;356;0;0;
855;9663;356;0;0;
856;9672;356;0;0;
857;9684;357;359;0;
858;9694;357;359;0;
859;9706;357;359;0;
860;9718;357;358;359;
861;9728;358;358;359;
862;9739;358;358;358;
863;9752;358;357;357;
864;9761;358;357;357;
865;9772;358;357;357;
866;9786;358;357;357;
867;9795;358;357;356;
868;9806;358;357;356;
869;9819;358;357;356;
870;9828;358;357;356;
871;9840;358;357;356;
872;9854;358;357;355;
873;9863;358;358;355;
874;9873;358;358;355;
875;9886;357;358;354;
876;9895;357;358;354;
877;9906;357;358;354;
878;9920;357;358;354;
879;9929;358;358;354;
880;9940;358;358;354;
881;9954;358;358;353;
882;9963;358;358;353;
883;9973;357;358;353;
884;9988;357;358;353;
885;9997;357;358;353;
886;10007;357;358;353;
887;10020;357;358;353;
888;10029;357;358;353;
889;10040;357;358;353;
890;10055;357;358;353;
891;10068;357;358;353;
892;10075;357;358;353;
893;10088;357;358;353;
894;10097;357;358;353;
895;10107;357;358;353;
896;10121;357;358;354;
897;10132;357;358;354;
898;10141;357;358;354;
899;10154;357;358;354;
900;10163;357;358;354;
901;10174;357;358;354;
902;10188;357;358;354;
903;10197;357;358;354;
904;10209;357;358;354;
905;10222;357;358;354;
906;10230;357;358;354;
907;10241;357;358;354;
908;10255;357;358;354;
909;10266;357;358;354;
910;10285;357;358;354;
911;10293;357;358;354;
912;10301;357;358;355;
913;10309;357;359;355;
914;10323;357;359;355;
915;10332;357;359;355;
916;10342;357;359;355;
917;10356;357;359;355;
918;10364;357;359;355;
919;10375;357;359;355;
920;10389;357;358;355;
921;10398;357;358;355;
922;10409;357;358;355;
923;10422;357;358;355;
924;10432;357;358;355;
925;10445;357;358;355;
926;10456;357;358;355;
927;10467;357;358;355;
928;10476;357;358;355;
929;10492;357;358;356;
